DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P578;P1341;P1229;P1335;P1338;P1339S3;P1339S5;P1339S1;P1339S2;P1339S6;P580S1;P580S2;P580S3;P580S5;P580S6;P1598;P1324;P582;P583;P1114;P1599;P1600;P1113;P1318;FEX_C
400975;237;3;1;3;12;1;4;4;1;1;2;2;2;2;1;2;2;2;2;1;2; ; ; ; ; ;3;2;321,516742770164
400976;237;1;1;1;12;1;7;2;7;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;600,210320457179
400979;237;1;1;1;3;1;4;2;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;910,244322701014
400982;237;2;1;2;3;1;4;4;2;1;2;2;2;2;1;1;2;2;2;2;1;1;1;2;1; ; ;2;476,566518536977
400990;237;2;1;2;4;1;4;2;2;1;1;1;2;2;1;2;2;2;2;1;2; ; ; ; ; ;3;1;338,50826120516
400994;237;3;1;3;3;1;4;2;2;1;2;1;2;2;1;2;2;1;2;2;1;1;1;6;1; ; ;2;451,048524462501
400996;237;1;1;1;5;1;4;4;2;1;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;690,910866439409
400997;237;2;1;2;3;1;4;4;2;1;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;409,446450618432
400999;237;1;1;1;4;2;4;4;2;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;519,276793054814
401010;237;4;1;4;5;1;1;4;2;2;2;1;2;2; ; ; ; ; ;2;1;1;1;2;1; ; ;1;577,952384957901
401012;237;1;1;1;4;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;434,719189749731
401012;237;2;1;2;4;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2;434,719189749731
401013;237;2;1;2;2;1;4;4;2;1;2;2;2;2;1;2;2;2;2;1;2; ; ; ; ; ;3;2;476,709059657045
401014;237;2;1;2;2;1;2;4;3;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;385,702453987731
401015;237;1;1;1;9;1;3;3;2;2;1;2;2;2;2;2;2;2;2;2;1;4;1;1; ; ; ;1;385,702453987731
401017;237;1;1;1;8;2;7;2;4;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2;385,702453987731
401017;237;2;1;2;8;1;4;3;2;1;2;2;2;2;1;2;2;2;2;2;1;2;2;4;2;2; ;2;385,702453987731
401018;237;1;1;1;9;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;385,702453987731
401018;237;2;1;2;8;1;4;4;8;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;9;2;385,702453987731
401018;237;3;1;3;7;1;4;4;4;1;1;2;2;2;1;1;2;2;2;2;2; ; ; ; ; ;6;2;385,702453987731
401023;237;3;1;3;10;1;4;2;1;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;385,702453987731
401024;237;1;1;1;11;1;7;1;7;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2;385,702453987731
401024;237;3;1;3;12;1;7;2;7;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2;385,702453987731
401025;237;2;1;2;7;1;7;2;7;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;385,702453987731
401032;237;2;1;2;7;2;1;2;2;2;1;2;2;2; ; ; ; ; ;2;1;3;1;6;1; ; ;2;385,702453987731
401033;237;1;1;1;12;1;3;3;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;5;1; ; ;2;385,702453987731
401036;237;1;1;1;10;1;4;4;2;1;1;1;2;2;1;2;2;2;2;2;1;1;1;1;1; ; ;2;385,702453987731
401036;237;2;1;2;12;1;4;4;2;1;1;1;2;2;1;2;2;2;2;1;1;1;1;5;1; ; ;2;385,702453987731
401043;237;2;1;2;11;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;7;2;385,702453987731
401047;237;1;1;1;5;1;4;3;4;1;1;1;2;2;1;2;2;1;2;2;1;3;1;6;2;3; ;2;385,702453987731
401047;237;2;1;2;1;1;4;1;7;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;1;1;385,702453987731
401048;237;2;1;2;11;1;4;3;8;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;935,439093387644
401051;237;2;1;2;8;1;4;4;5;1;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;1;2;979,766352403776
401055;237;1;1;1;11;1;4;1;2;1;1;1;2;2;2;1;2;2;2;2;1;4;1;6; ; ; ;2;602,949752209197
401056;237;1;1;1;8;1;7;1;11;1;2;2;2;2;2;2;2;2;2;2;1;4;1;4; ; ; ;2;387,967795883944
401057;237;2;1;2;6;2;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;528,016102002724
401061;237;1;1;1;4;1;7;4;5;1;2;2;2;2;2;2;2;2;2;2;1;4;1;3; ; ; ;2;965,357810252545
401064;237;3;1;3;10;1;4;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;9;2;855,741434243389
401067;237;4;1;4;6;1;4;3;5;1;2;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2;990,994975354714
401068;237;2;1;2;6;1;1;2;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2;1003,94817546972
401069;237;1;1;1;12;1;1;2;3;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;1445,5885094381
401069;237;2;1;2;10;1;1;3;5;1;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;1445,5885094381
401070;237;3;1;3;10;1;1;2;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;1006,39225150589
401070;237;4;1;4;9;1;1;2;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;1006,39225150589
401076;237;1;1;1;6;1;4;2;5;1;1;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;3;2;932,577889235996
401076;237;3;1;3;11;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;932,577889235996
401078;237;2;1;2;8;1;1;3;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2;847,09614678259
401081;237;1;1;1;11;1;1;1;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;1373,86120690292
401082;237;1;1;1;11;1;4;4;2;1;1;1;2;2;2;1;2;1;2;2;1;5;1;5; ; ; ;2;1189,74971734014
401082;237;2;1;2;5;1;4;3;5;1;1;1;2;2;2;2;2;1;2;2;1;5;1;5; ; ; ;2;1189,74971734014
401084;237;1;1;1;5;1;1;2;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;922,133037556495
401084;237;2;1;2;8;1;4;2;5;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;922,133037556495
401086;237;1;1;1;5;1;7;2;2;1;2;2;2;2;2;2;2;2;2;2;1;4;1;4; ; ; ;2;928,751324500033
401086;237;2;1;2;3;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1; ; ;2;928,751324500033
401087;237;3;1;3;9;2;1;2;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;547,430690665372
401092;237;1;1;1;11;1;4;1;2;1;2;1;2;2;1;2;2;2;2;2;1;4;1;4; ; ; ;2;510,928959563608
401095;237;1;1;1;6;1;4;3;2;1;1;1;2;2;2;1;2;2;2;2;1;4;1;6; ; ; ;2;777,513221060407
401095;237;2;1;2;1;1;1;3;9;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;777,513221060407
401098;237;1;1;1;10;2;1;4;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;743,338936182175
401100;237;1;1;1;1;1;7;3;2;1;2;2;1;2;2;2;2;2;2;1;1;2;2;5;2;4; ;2;1507,66954679475
401101;237;2;1;2;8;1;7;3;3;2;1;1;2;2;2;2;2;2;2;2;1;4;1;6; ; ; ;2;1240,0528670111
401104;237;1;1;1;8;1;1;4;2;2;1;2;2;2; ; ; ; ; ;2;1;4;1;6; ; ; ;2;726,598023307226
401104;237;2;1;2;12;1;4;4;2;1;2;1;2;2;1;2;2;2;2;1;1;1;1;4;2;1; ;2;726,598023307226
401107;237;1;1;1;10;1;1;2;5;1;2;2;2;2; ; ; ; ; ;2;1;4;2;1; ; ; ;2;1177,97182965445
401108;237;1;1;1;10;1;3;3;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;1373,86120690292
401112;237;1;1;1;7;1;2;2;2;1;1;2;2;2;2;2;2;2;2;1;1;2;2;4;1; ; ;2;1111,34635186164
401115;237;2;1;2;6;1;1;3;5;1;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;1435,94224425957
401117;237;2;1;2;7;1;4;4;5;1;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2;1055,58436114686
401120;237;1;1;1;11;1;4;2;1;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;1017,35101223115
401125;237;3;1;3;5;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;1;4;2;5; ; ; ;2;821,923745641652
401127;237;1;1;1;3;1;7;2;2;1;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;990,994975354714
401127;237;3;1;3;8;1;1;4;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;990,994975354714
401128;237;2;1;2;12;1;1;2;5;2;2;2;1;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;975,448298932844
401128;237;3;1;3;8;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;975,448298932844
401130;237;2;1;2;9;1;8;4;2;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;9;1;1240,0528670111
401131;237;1;1;1;9;1;7;2;5;1;1;2;2;2;2;2;2;2;2;2;1;4;1;2; ; ; ;2;847,970472801419
401131;237;2;1;2;12;1;1;3;5;2;1;2;2;2; ; ; ; ; ;2;1;4;1;3; ; ; ;2;847,970472801419
401136;237;1;1;1;2;1;4;4;2;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;995,737130493365
401136;237;4;1;4;5;1;3;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;4;2;3; ;2;995,737130493365
401144;237;1;1;1;2;1;4;4;5;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;848,628475513358
401145;237;2;1;2;8;1;4;3;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;1055,58436114686
401148;237;1;2;1;3;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;1596,91742468207
401149;237;1;1;1;9;1;1;3;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2;1066,02921282636
401154;237;1;1;1;3;1;1;2;5;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2;1028,56161428236
401157;237;2;1;2;2;2;1;2;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;918,183971276682
401157;237;3;1;3;12;1;4;3;5;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;918,183971276682
401159;237;4;1;4;11;1;4;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;743,720135612071
401161;237;1;1;1;7;2;4;4;5;1;2;2;2;2;2;1;2;2;2;1;1;1;1;1;1; ; ;2;760,426078621291
401162;237;3;1;3;9;1;4;1;4;1;1;2;2;2;2;2;2;1;2;1;1;5;1;5; ; ; ;2;1013,37195416195
401168;237;1;1;1;6;1;1;3;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2;746,196741297377
401168;237;2;1;2;10;1;1;2;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2;746,196741297377
401170;237;1;1;1;3;1;4;4;1;2;1;2;2;2;1;2;2;2;2;1;2; ; ; ; ; ;8;2;761,158347644079
401171;237;4;1;4;8;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;1;3;1;5;2;3; ;2;722,273416055103
401172;237;1;1;1;11;1;2;4;7;2;2;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;925,901826292671
401172;237;2;1;2;8;1;4;1;2;1;1;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;2;2;925,901826292671
401173;237;1;1;1;12;1;9;4;2;1;2;1;2;2;2;2;2;2;1;2;1;3;1;6;2;4; ;2;1166,34901224338
401180;237;1;1;1;11;1;4;4;2;1;2;2;2;2;2;1;2;2;2;1;1;4;1;6; ; ; ;2;1225,6289572624
401181;237;1;1;1;11;1;1;3;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;7;2;1240,0528670111
401181;237;2;1;2;11;1;1;2;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;1240,0528670111
401182;237;4;1;4;5;1;1;2;2;1;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2;839,00275079429
401184;237;1;1;1;11;1;7;4;1;1;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;548,078345870615
401186;237;1;1;1;4;1;4;2;2;1;1;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;1160,89282450181
401187;237;1;1;1;3;1;4;2;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;6;2;975,448298932844
401195;237;2;1;2;1;1;1;2;2;1;2;2;2;2; ; ; ; ; ;2;1;4;1;4; ; ; ;2;965,357810252545
401196;237;1;1;1;2;1;1;2;5;2;2;2;1;2; ; ; ; ; ;2;1;4;1;4; ; ; ;2;1240,0528670111
401198;237;1;1;1;3;1;1;1;5;1;2;2;2;2; ; ; ; ; ;2;1;4;1;1; ; ; ;2;1108,89962252321
401199;237;1;1;1;10;1;4;4;1;1;1;2;2;1;1;2;2;2;2;1;1;4;1;4; ; ; ;2;1044,16348976263
401200;237;3;1;3;10;1;3;3;3;1;1;2;2;2;2;2;2;1;2;2;1;4;1;2; ; ; ;2;726,598023307226
401203;237;2;1;2;11;1;1;4;5;2;1;2;2;2; ; ; ; ; ;2;1;5;1;6; ; ; ;2;975,448298932844
401204;237;1;1;1;10;1;1;1;5;1;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2;1309,12507414234
401216;237;1;1;1;9;1;1;3;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2;979,427357002043
401218;237;1;1;1;1;1;1;4;5;1;2;2;2;2; ; ; ; ; ;2;1;4;1;1; ; ; ;2;979,427357002043
401219;237;3;1;3;1;1;4;3;2;1;1;2;2;2;1;2;2;1;2;2;2; ; ; ; ; ;6;2;689,794481449032
401222;237;1;1;1;10;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;1003,94817546972
401223;237;4;1;4;7;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;510,928959563608
401232;237;1;1;1;5;1;1;1;9;2;1;2;2;2; ; ; ; ; ;2;1;1;1;6;2;3; ;2;794,69764139147
401234;237;1;1;1;1;1;4;1;2;1;1;2;2;2;1;2;2;2;2;1;1;4;1;6; ; ; ;2;746,196741297377
401235;237;1;1;1;3;1;1;2;5;1;2;1;1;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;694,774514708522
401235;237;2;1;2;11;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2; ; ; ; ; ;3;2;694,774514708522
401236;237;2;1;2;5;2;7;2;5;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;743,338936182175
401238;237;3;1;3;7;1;1;3;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;764,831372222937
401244;237;1;1;1;3;1;3;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;1471,19597610924
401248;237;2;1;2;3;1;1;2;3;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;4369,1603508418
401251;237;2;1;2;2;1;3;3;3;2;2;1;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2;2781,46410390858
401263;237;1;1;1;10;1;8;3;2;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2;1831,71187338052
401266;237;1;1;1;8;1;4;4;2;1;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2;2725,97397128833
401276;237;1;1;1;4;1;3;2;4;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;2685,49743432095
401280;237;1;1;1;7;1;2;2;4;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;1;2;1820,83253152401
401280;237;2;1;2;4;1;4;4;2;1;1;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;1820,83253152401
401283;237;2;1;2;12;1;4;2;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;6;2;2545,32616989651
401283;237;4;1;4;8;1;4;2;5;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;6;2;2545,32616989651
401284;237;1;1;1;2;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;1941,66639276024
401286;237;1;1;1;9;1;4;3;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;2009,83705483684
401304;237;3;1;3;2;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;972,193902887241
401306;237;1;1;1;6;1;7;2;1;2;1;2;2;2;2;2;2;2;2;2;1;4;1;1; ; ; ;2;968,558684270768
401307;237;2;1;2;9;1;3;4;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2;886,044731513852
401309;237;4;1;4;4;1;4;3;2;1;2;2;2;2;2;1;2;1;2;2;1;5;1;4; ; ; ;2;654,312533934413
401313;237;3;1;3;6;1;7;3;6;1;1;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2;729,994324828248
401315;237;1;1;1;6;1;3;3;2;1;2;1;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2;985,423202749393
401323;237;3;1;3;6;1;4;3;11;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;681,720548902583
401335;237;1;1;1;11;1;1;2;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;787,369528022424
401336;237;2;1;2;6;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;911,183481076591
401337;237;1;1;1;3;1;3;3;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2;1205,29482822003
401342;237;3;1;3;8;1;3;4;2;1;2;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;47,3094775120993
401352;237;1;1;1;3;1;2;2;7;2;2;2;1;2;2;2;2;2;2;2;1;2;2;5;1; ; ;2;50,4267012421657
401352;237;2;1;2;3;1;2;2;7;1;2;2;2;2;2;2;2;2;2;2;1;2;2;5;1; ; ;2;50,4267012421657
401358;237;1;1;1;12;1;7;4;7;2;2;1;2;2;2;2;2;2;2;1;1;5;1;3; ; ; ;2;70,7344904483209
401364;237;1;1;1;10;1;7;9;7;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;4; ;2;71,8148221549536
401370;237;2;1;2;11;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;76,0966202594934
401372;237;1;1;1;2;1;7;3;2;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;67,880813606746
401379;237;2;1;2;5;1;1;3;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;1;2;64,2733327367201
401380;237;1;1;1;6;1;3;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1; ; ;2;48,1503273057974
401382;237;3;1;3;5;1;4;3;2;1;2;2;2;2;1;1;2;2;2;2;1;1;1;2;2;5; ;2;49,3691520658915
401383;237;1;1;1;7;1;1;3;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;61,2411438776262
401385;237;1;1;1;1;1;7;4;7;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;68,9251008794868
401389;237;2;1;2;6;1;4;2;2;2;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;1;61,9274367065319
401394;237;1;1;1;9;1;3;2;4;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2;50,4267012421657
401395;237;1;1;1;12;1;4;1;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;5; ;2;70,7344904483209
401396;237;1;1;1;3;1;4;3;2;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;54,8509669303328
401401;237;5;1;5;7;1;3;4;2;1;1;2;2;2;2;2;2;2;2;2;1;1;1;5;2;3; ;2;43,9950417067751
401403;237;1;1;1;2;1;7;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;1; ; ;2;50,4267012421657
401407;237;4;1;4;7;1;4;3;2;2;1;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;7;2;58,3319352948411
401408;237;1;1;1;3;1;7;2;1;2;2;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;58,1239201475598
401415;237;2;1;2;6;1;7;9;7;2;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;44,6518363594708
401416;237;2;1;2;6;1;4;2;2;2;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;37,335884670337
401418;237;1;1;1;12;1;4;4;2;1;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2;69,0629116526466
401419;237;1;1;1;3;1;3;1;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2;77,1366468539493
401422;237;1;1;1;7;1;3;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;1;2;1; ; ;1;68,2461268345054
401424;237;3;1;3;2;1;4;2;11;2;2;1;2;2;2;2;1;2;2;2;2; ; ; ; ; ;5;2;55,8435716810257
401425;237;1;1;1;6;1;4;3;2;1;1;2;2;2;2;1;2;1;2;2;1;3;1;2;1; ; ;2;71,8148221549536
401425;237;2;1;2;5;1;1;3;11;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;71,8148221549536
401428;237;2;1;2;9;1;3;2;2;1;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;85,8174692847877
401430;237;2;1;2;6;1;3;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;693,830306039482
401450;237;2;1;2;6;1;4;4;2;2;1;1;2;2;2;1;2;1;2;2;2; ; ; ; ; ;5;2;794,123736226654
401451;237;1;1;1;12;1;7;4;2;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;393,191954608735
401456;237;1;1;1;9;1;1;4;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;639,130947733632
401457;237;2;1;2;6;1;7;2;1;2;2;1;2;2;2;2;2;2;2;1;1;1;1;2;1; ; ;2;512,67690148621
401459;237;2;1;2;10;2;1;4;2;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;1;2;751,550143162877
401476;237;4;1;4;8;1;4;2;5;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;77,5012204312135
401476;237;5;1;5;11;1;4;3;4;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;77,5012204312135
401481;237;10;1;10;12;1;7;4;2;2;2;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;85,3512039069985
401481;237;5;1;5;2;1;1;4;3;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;85,3512039069985
401481;237;6;1;6;11;1;1;3;2;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;85,3512039069985
401482;237;5;1;5;10;1;3;4;2;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;62,0709817070356
401484;237;5;1;5;8;1;4;4;8;1;1;1;1;2;1;1;2;1;2;2;2; ; ; ; ; ;5;2;75,1188171373752
401485;237;4;1;4;7;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1; ; ;2;68,8920847388406
401486;237;4;1;4;3;1;4;1;2;1;1;1;2;2;2;1;2;2;2;2;1;3;1;5;2;2; ;2;71,0373440497366
401491;237;1;1;1;6;1;4;4;2;1;2;2;2;2;1;2;2;2;2;1;1;4;1;5; ; ; ;2;68,7095960326707
401492;237;2;1;2;12;1;1;3;2;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;1;2;53,9841304886263
401492;237;3;1;3;4;1;4;3;4;2;2;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;53,9841304886263
401494;237;1;1;1;10;1;7;3;9;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;82,4190956556352
401498;237;1;1;1;11;1;3;2;2;1;2;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;1;2;60,7695477630939
401499;237;3;1;3;6;1;3;3;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2;59,285238000191
401501;237;3;1;3;3;1;4;1;2;2;1;2;2;2;1;2;2;2;2;2;1;3;1;5;1; ; ;1;74,3868997139983
401507;237;1;1;1;6;1;7;3;7;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;76,1408093236148
401508;237;3;1;3;4;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;55,8706789071124
401518;237;2;1;2;7;1;3;4;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1; ; ;2;55,7478820092313
401523;237;1;1;1;10;1;7;2;7;1;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2;80,2141445364504
401525;237;3;1;3;11;1;3;2;1;2;2;1;2;2;2;2;2;2;2;2;1;3;1;5;2;1; ;2;79,9107679682951
401525;237;4;1;4;10;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;1;79,9107679682951
401527;237;1;1;1;9;1;7;4;9;1;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2;67,9827151408102
401528;237;2;1;2;9;1;3;3;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2;70,7525906715066
401530;237;1;1;1;7;1;1;4;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;7;2;68,7095960326707
401531;237;2;1;2;8;2;7;4;8;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;59,285238000191
401534;237;1;1;1;6;1;7;3;8;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;61,9513230014465
401536;237;1;1;1;10;1;7;2;2;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;67,6286266827741
401538;237;2;1;2;3;1;3;2;2;1;1;2;2;2;2;1;2;1;2;1;1;3;1;2;1; ; ;2;75,9687604707635
401538;237;4;1;4;8;1;3;2;5;2;2;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;75,9687604707635
